# fecha: 2026-07-17 02:40:23
# Ts_nominal_s: 0.1 (Push Position 0x04/0x05 ~9.9Hz)
# signo: u_cmd + = ARRIBA (gpitch sube); - = ABAJO
# comando_enviado: 1024 + u_cmd (0x04/0x01, rango 363..1685)
t_s,u_cmd,phase,gpitch
110.2744,0,GOTO,-17.4
110.3684,0,GOTO,-17.3
110.4705,0,GOTO,-17.2
110.5727,0,GOTO,-17.2
110.6746,0,GOTO,-17.1
110.7765,0,GOTO,-17.0
110.8685,0,GOTO,-16.9
110.9707,0,GOTO,-16.8
111.0722,0,GOTO,-16.7
111.175,0,GOTO,-16.7
111.2772,0,GOTO,-16.6
111.3692,0,GOTO,-16.5
112.8703,500,PRBS,-16.2
112.9723,500,PRBS,-16.1
113.0735,500,PRBS,-15.5
113.1764,500,PRBS,-14.4
113.2782,500,PRBS,-13.0
113.3698,500,PRBS,-11.5
113.472,500,PRBS,-10.0
113.5742,500,PRBS,-8.4
113.6773,500,PRBS,-6.9
113.7692,500,PRBS,-5.3
113.8717,500,PRBS,-3.8
113.9739,500,PRBS,-2.2
114.0768,500,PRBS,-0.6
114.1691,500,PRBS,0.8
114.2712,500,PRBS,2.4
114.3735,500,PRBS,4.0
114.4755,500,PRBS,5.5
114.5774,500,PRBS,7.1
114.6716,500,PRBS,8.7
114.7713,500,PRBS,10.2
114.8733,500,PRBS,11.8
114.9759,-500,PRBS,13.3
115.0782,-500,PRBS,14.5
115.1701,-500,PRBS,14.5
115.374,-500,PRBS,12.3
115.476,-500,PRBS,10.9
115.5781,-500,PRBS,9.4
115.6705,-500,PRBS,7.8
115.7723,-500,PRBS,6.3
115.8742,-500,PRBS,4.7
115.9762,-500,PRBS,3.1
116.1708,-500,PRBS,0.0
116.2727,-500,PRBS,-1.5
116.3746,-500,PRBS,-3.0
116.5686,-500,PRBS,-6.2
116.6715,-500,PRBS,-7.7
116.7731,500,PRBS,-9.3
116.875,500,PRBS,-10.8
116.9771,500,PRBS,-11.5
117.0691,500,PRBS,-11.1
117.1713,-500,PRBS,-10.1
117.2731,-500,PRBS,-9.6
117.3777,-500,PRBS,-10.1
117.4779,-500,PRBS,-11.1
117.5699,-500,PRBS,-12.5
117.6723,-500,PRBS,-14.0
117.7741,-500,PRBS,-15.6
117.8765,-500,PRBS,-17.1
117.9791,-500,PRBS,-18.7
118.0717,-500,PRBS,-20.2
118.1747,-500,PRBS,-21.8
118.2749,-500,PRBS,-23.4
118.3768,-500,PRBS,-24.9
118.4771,-500,PRBS,-26.5
118.5708,-500,PRBS,-28.1
118.6738,500,PRBS,-29.6
118.7747,500,PRBS,-30.8
118.8776,500,PRBS,-30.8
119.0758,500,PRBS,-28.6
119.1729,500,PRBS,-27.2
119.2759,-500,PRBS,-25.6
119.3768,-500,PRBS,-24.3
119.4789,-500,PRBS,-23.9
119.5711,-500,PRBS,-24.6
119.6726,-500,PRBS,-25.8
119.8767,-500,PRBS,-28.7
119.9793,-500,PRBS,-30.3
120.0733,-500,PRBS,-31.8
120.1737,-500,PRBS,-33.4
120.2746,-500,PRBS,-34.9
120.377,-500,PRBS,-36.5
120.4787,500,PRBS,-38.1
120.5808,500,PRBS,-39.5
120.6735,500,PRBS,-40.0
120.7745,-500,PRBS,-39.4
120.8769,-500,PRBS,-38.3
120.9793,-500,PRBS,-38.0
121.081,500,PRBS,-38.6
121.1732,500,PRBS,-39.7
121.2755,500,PRBS,-40.2
121.3771,-500,PRBS,-39.6
121.4801,-500,PRBS,-38.5
121.5814,-500,PRBS,-37.5
121.6833,-500,PRBS,-37.6
121.7797,-500,PRBS,-38.5
121.8817,-500,PRBS,-39.8
121.9767,-500,PRBS,-41.3
122.0789,-500,PRBS,-42.8
122.1728,-500,PRBS,-44.3
122.2732,-500,PRBS,-45.9
122.3748,500,PRBS,-47.5
122.4777,500,PRBS,-48.4
122.5796,500,PRBS,-48.3
122.6822,500,PRBS,-47.3
122.774,500,PRBS,-46.0
122.8767,500,PRBS,-44.5
122.9783,500,PRBS,-43.0
123.081,500,PRBS,-41.5
123.1822,500,PRBS,-39.9
123.2742,500,PRBS,-38.3
123.3768,500,PRBS,-36.8
123.58,-500,PRBS,-33.6
123.6738,-500,PRBS,-32.3
123.7738,-500,PRBS,-32.0
123.9791,-500,PRBS,-33.9
124.0802,-500,PRBS,-35.3
124.1731,500,PRBS,-36.8
124.2736,500,PRBS,-38.3
124.3772,500,PRBS,-38.9
124.4778,-500,PRBS,-38.4
124.5733,-500,PRBS,-37.3
124.6745,-500,PRBS,-36.9
124.7738,-500,PRBS,-37.5
124.8669,-500,PRBS,-38.7
124.969,-500,PRBS,-40.1
125.0766,-500,PRBS,-41.5
125.1732,-500,PRBS,-43.1
125.2748,-500,PRBS,-44.6
125.3671,500,PRBS,-46.2
125.474,500,PRBS,-47.8
125.572,500,PRBS,-48.8
125.6748,-500,PRBS,-48.7
125.7769,-500,PRBS,-47.8
125.8671,-500,PRBS,-46.8
125.9778,500,PRBS,-46.9
126.0718,500,PRBS,-47.7
126.1736,500,PRBS,-48.0
126.2761,500,PRBS,-47.4
126.4751,500,PRBS,-44.8
126.5738,-500,PRBS,-43.3
126.6768,-500,PRBS,-41.9
126.868,-500,PRBS,-42.0
126.9739,-500,PRBS,-43.2
127.0739,-500,PRBS,-44.6
127.1743,-500,PRBS,-46.1
127.268,500,PRBS,-47.6
127.3699,500,PRBS,-48.5
127.4733,500,PRBS,-48.2
127.5775,500,PRBS,-47.2
127.677,500,PRBS,-45.9
127.7678,500,PRBS,-44.4
127.8697,500,PRBS,-42.9
127.9783,500,PRBS,-41.3
128.0769,500,PRBS,-39.7
128.1774,-500,PRBS,-38.2
128.268,-500,PRBS,-37.3
128.3704,-500,PRBS,-37.6
128.4741,500,PRBS,-38.6
128.5747,500,PRBS,-39.7
128.667,500,PRBS,-39.7
128.7692,-500,PRBS,-38.9
128.8786,-500,PRBS,-38.2
128.9785,-500,PRBS,-38.4
129.0778,500,PRBS,-39.4
129.1675,500,PRBS,-40.4
129.2699,500,PRBS,-40.4
129.3784,-500,PRBS,-39.6
129.4797,-500,PRBS,-38.6
129.5677,-500,PRBS,-38.5
129.7748,-500,PRBS,-40.6
129.8788,-500,PRBS,-42.1
129.9776,500,PRBS,-43.6
130.1705,500,PRBS,-45.1
130.2735,500,PRBS,-44.3
130.3786,500,PRBS,-43.1
130.5685,500,PRBS,-40.2
130.6712,500,PRBS,-38.6
130.7734,500,PRBS,-37.1
130.8771,500,PRBS,-35.5
130.9813,500,PRBS,-34.0
131.0687,500,PRBS,-32.4
131.171,500,PRBS,-30.8
131.273,500,PRBS,-29.3
131.3817,500,PRBS,-27.7
131.4844,-500,PRBS,-26.1
131.5682,-500,PRBS,-24.6
131.6701,-500,PRBS,-23.9
131.7727,500,PRBS,-24.3
131.8748,500,PRBS,-25.4
131.9822,500,PRBS,-26.1
132.068,500,PRBS,-25.7
132.1698,-500,PRBS,-24.7
132.2717,-500,PRBS,-23.8
132.374,-500,PRBS,-24.0
132.4795,-500,PRBS,-24.9
132.5682,-500,PRBS,-26.2
132.6705,-500,PRBS,-27.6
132.7721,-500,PRBS,-29.2
132.8741,-500,PRBS,-30.7
132.9828,-500,PRBS,-32.3
133.0686,-500,PRBS,-33.8
133.1712,-500,PRBS,-35.4
133.2734,-500,PRBS,-37.0
133.482,500,PRBS,-40.1
133.5692,500,PRBS,-40.7
133.6739,500,PRBS,-40.2
133.8756,500,PRBS,-37.8
133.9673,500,PRBS,-36.3
134.0692,500,PRBS,-34.7
134.1713,500,PRBS,-33.2
134.2751,-500,PRBS,-31.6
134.3751,-500,PRBS,-30.1
134.4672,-500,PRBS,-29.5
134.5694,-500,PRBS,-30.0
134.6719,-500,PRBS,-31.2
134.7734,-500,PRBS,-32.5
134.8783,-500,PRBS,-34.0
134.9674,-500,PRBS,-35.6
135.0695,-500,PRBS,-37.1
135.1719,500,PRBS,-38.7
135.2738,500,PRBS,-40.2
135.3758,500,PRBS,-41.0
135.4689,-500,PRBS,-40.6
135.5693,-500,PRBS,-39.6
135.6714,-500,PRBS,-38.7
135.7732,-500,PRBS,-38.9
135.875,-500,PRBS,-39.9
135.9702,-500,PRBS,-41.2
136.0723,500,PRBS,-42.7
136.1742,500,PRBS,-44.2
136.2763,500,PRBS,-45.2
136.3681,-500,PRBS,-45.0
136.4733,-500,PRBS,-44.0
136.5726,-500,PRBS,-43.2
136.6742,-500,PRBS,-43.4
136.7762,-500,PRBS,-44.3
136.868,-500,PRBS,-45.6
136.9723,500,PRBS,-47.0
137.0719,500,PRBS,-48.6
137.1739,500,PRBS,-49.9
137.2762,500,PRBS,-50.1
137.3684,500,PRBS,-49.4
137.5728,500,PRBS,-46.7
137.6758,-500,PRBS,-45.2
137.7668,-500,PRBS,-43.8
137.8686,-500,PRBS,-43.6
137.971,500,PRBS,-44.3
138.0731,500,PRBS,-45.3
138.1748,500,PRBS,-45.6
138.2669,500,PRBS,-44.9
138.3685,500,PRBS,-43.7
138.4707,500,PRBS,-42.3
138.5725,-500,PRBS,-40.8
138.6746,-500,PRBS,-39.3
138.7672,-500,PRBS,-38.5
138.8689,500,PRBS,-38.9
138.9709,500,PRBS,-39.9
139.0731,500,PRBS,-40.4
139.1749,-500,PRBS,-39.9
139.2717,-500,PRBS,-38.8
139.3748,-500,PRBS,-38.2
139.4667,500,PRBS,-38.6
139.5691,500,PRBS,-39.7
139.6711,500,PRBS,-40.8
139.7731,500,PRBS,-40.9
139.875,500,PRBS,-40.1
139.9672,500,PRBS,-38.9
140.0692,-500,PRBS,-37.5
140.1716,-500,PRBS,-36.0
140.2739,-500,PRBS,-34.8
140.4696,500,PRBS,-35.6
140.5698,500,PRBS,-36.7
140.6719,500,PRBS,-36.9
140.7743,500,PRBS,-36.2
140.8757,500,PRBS,-35.0
140.9679,500,PRBS,-33.6
141.0697,500,PRBS,-32.0
141.2741,500,PRBS,-28.9
141.3765,500,PRBS,-27.4
141.4683,500,PRBS,-25.8
141.5705,500,PRBS,-24.3
141.6724,-500,PRBS,-22.7
141.7746,-500,PRBS,-21.3
141.8667,-500,PRBS,-20.9
141.9688,500,PRBS,-21.5
142.0707,500,PRBS,-22.6
142.173,500,PRBS,-23.2
142.275,500,PRBS,-22.8
142.3685,500,PRBS,-21.7
142.4706,500,PRBS,-20.4
142.5724,-500,PRBS,-18.9
142.6741,-500,PRBS,-17.4
142.7763,-500,PRBS,-16.6
142.8681,-500,PRBS,-17.0
142.9707,-500,PRBS,-18.1
143.0727,-500,PRBS,-19.4
143.1747,-500,PRBS,-20.9
143.2668,-500,PRBS,-22.4
143.3691,-500,PRBS,-24.0
143.4707,500,PRBS,-25.6
143.5727,500,PRBS,-27.1
143.6749,500,PRBS,-28.2
143.7771,500,PRBS,-28.2
143.8688,500,PRBS,-27.3
143.9707,500,PRBS,-26.0
144.0729,500,PRBS,-24.5
144.1792,-500,PRBS,-23.0
144.267,-500,PRBS,-21.6
144.369,-500,PRBS,-21.4
144.4711,500,PRBS,-22.1
144.573,500,PRBS,-23.3
144.6751,500,PRBS,-24.1
144.7696,-500,PRBS,-23.9
144.8701,-500,PRBS,-23.0
144.9721,-500,PRBS,-22.8
145.0739,-500,PRBS,-23.5
145.1764,-500,PRBS,-24.7
145.2689,-500,PRBS,-26.1
145.3712,500,PRBS,-27.6
145.4732,500,PRBS,-28.6
145.575,500,PRBS,-28.4
145.6678,-500,PRBS,-27.5
145.7697,-500,PRBS,-26.9
145.8719,-500,PRBS,-27.3
145.9739,500,PRBS,-28.4
146.0776,500,PRBS,-29.0
146.168,500,PRBS,-28.7
146.2699,500,PRBS,-27.7
146.3721,500,PRBS,-26.3
146.4742,500,PRBS,-24.8
146.5763,500,PRBS,-23.3
146.6684,500,PRBS,-21.7
146.7708,500,PRBS,-20.2
146.8727,-500,PRBS,-18.6
146.9753,-500,PRBS,-17.3
147.0672,-500,PRBS,-17.0
147.1691,500,PRBS,-17.7
147.2713,500,PRBS,-18.6
147.3734,500,PRBS,-18.5
147.4757,500,PRBS,-17.7
147.5776,500,PRBS,-16.4
147.6691,500,PRBS,-15.0
147.772,500,PRBS,-13.4
147.8737,500,PRBS,-11.9
147.9762,500,PRBS,-10.3
148.0682,-500,PRBS,-8.8
148.1703,-500,PRBS,-7.3
148.2724,-500,PRBS,-6.9
148.3743,-500,PRBS,-7.5
148.4767,-500,PRBS,-8.6
148.5687,-500,PRBS,-10.0
148.6704,500,PRBS,-11.5
148.7726,500,PRBS,-13.0
148.8748,500,PRBS,-13.8
148.9777,500,PRBS,-13.4
149.0695,500,PRBS,-12.3
149.1718,500,PRBS,-11.0
149.2735,500,PRBS,-9.5
149.3757,-500,PRBS,-8.0
149.4776,-500,PRBS,-7.1
149.5694,-500,PRBS,-7.4
149.6713,-500,PRBS,-8.4
149.7733,-500,PRBS,-9.7
149.8754,-500,PRBS,-11.2
149.9775,500,PRBS,-12.7
150.0698,500,PRBS,-13.8
150.1729,500,PRBS,-13.8
150.2738,-500,PRBS,-12.9
150.3759,-500,PRBS,-11.9
150.4778,-500,PRBS,-11.8
150.5796,500,PRBS,-12.6
150.6714,500,PRBS,-13.4
150.7731,500,PRBS,-13.3
150.8758,-500,PRBS,-12.4
150.9785,-500,PRBS,-11.5
151.1723,500,PRBS,-12.4
151.2744,500,PRBS,-13.5
151.3766,500,PRBS,-13.7
151.4786,-500,PRBS,-13.0
151.5728,-500,PRBS,-11.9
151.6727,-500,PRBS,-11.6
151.7748,0,GOTO,-12.3
151.8773,0,GOTO,-13.4
151.9692,0,GOTO,-14.2
