# fecha: 2026-07-16 19:27:34
# modo: VUELO
# fin: plan
# Ts_nominal_s: 0.1 (OSD 0x03/0x43 ~9.9Hz; dt real en la hoja raw)
# signo: u_cmd + = DERECHA = yaw sube
# stick_enviado: 1024 + u_cmd (canal ch3)
# fase_A_niveles: 100,200,300,400,500,660
# fase_A_secs: 3.0
# prbs: 7-bit m-seq, 127 bits, bit=0.30s, bias=0, amp=660
t_s,u_cmd,phase,yaw_deg,yaw_unwrap_deg,height_m,motor_on,volt_mv
47.8887,-660,PRBS,13.8,13.8,1.5,1,7926
47.9903,-660,PRBS,8.7,8.7,1.5,1,7927
48.0819,-660,PRBS,3.7,3.7,1.5,1,7927
48.1832,-660,PRBS,-1.2,-1.2,1.5,1,7927
48.2847,-660,PRBS,-6.2,-6.2,1.5,1,7927
48.3862,-660,PRBS,-11.2,-11.2,1.5,1,7927
48.589,-660,PRBS,-21.0,-21.0,1.5,1,7927
48.6906,-660,PRBS,-26.0,-26.0,1.5,1,7927
48.7825,660,PRBS,-31.0,-31.0,1.5,1,7927
48.8848,660,PRBS,-32.4,-32.4,1.5,1,7927
48.9861,660,PRBS,-27.6,-27.6,1.5,1,7925
49.0874,660,PRBS,-22.2,-22.2,1.5,1,7925
49.1888,660,PRBS,-16.9,-16.9,1.5,1,7925
49.2832,660,PRBS,-11.7,-11.7,1.5,1,7925
49.3831,-660,PRBS,-6.9,-6.9,1.5,1,7925
49.4847,-660,PRBS,-9.4,-9.4,1.5,1,7925
49.5849,-660,PRBS,-14.4,-14.4,1.5,1,7925
49.6864,-660,PRBS,-19.8,-19.8,1.5,1,7925
49.7877,-660,PRBS,-25.1,-25.1,1.5,1,7925
49.9837,-660,PRBS,-35.3,-35.3,1.5,1,7923
50.0721,-660,PRBS,-40.3,-40.3,1.5,1,7923
50.1865,-660,PRBS,-45.3,-45.3,1.5,1,7923
50.2755,-660,PRBS,-50.3,-50.3,1.5,1,7923
50.4886,-660,PRBS,-60.3,-60.3,1.5,1,7923
50.6848,660,PRBS,-64.6,-64.6,1.5,1,7923
50.7967,660,PRBS,-59.7,-59.7,1.5,1,7925
50.89,-660,PRBS,-54.6,-54.6,1.5,1,7925
50.9674,-660,PRBS,-57.3,-57.3,1.5,1,7925
51.0892,-660,PRBS,-62.1,-62.1,1.5,1,7925
51.1849,660,PRBS,-66.9,-66.9,1.5,1,7925
51.2858,660,PRBS,-63.8,-63.8,1.5,1,7925
51.3849,660,PRBS,-58.8,-58.8,1.5,1,7925
51.4748,-660,PRBS,-53.8,-53.8,1.5,1,7925
51.5869,-660,PRBS,-56.5,-56.5,1.5,1,7925
51.6882,-660,PRBS,-61.5,-61.5,1.5,1,7925
51.7897,-660,PRBS,-66.8,-66.8,1.5,1,7924
51.8913,-660,PRBS,-72.1,-72.1,1.5,1,7924
51.9862,-660,PRBS,-77.3,-77.3,1.5,1,7924
52.0868,-660,PRBS,-82.4,-82.4,1.5,1,7924
52.1869,-660,PRBS,-87.4,-87.4,1.5,1,7924
52.2879,-660,PRBS,-92.4,-92.4,1.5,1,7924
52.3905,660,PRBS,-97.4,-97.4,1.5,1,7924
52.491,660,PRBS,-98.6,-98.6,1.5,1,7924
52.5903,660,PRBS,-93.9,-93.9,1.5,1,7924
52.6891,660,PRBS,-88.7,-88.7,1.5,1,7924
52.7868,660,PRBS,-83.5,-83.5,1.5,1,7923
52.8465,660,PRBS,-78.3,-78.3,1.5,1,7923
52.9885,660,PRBS,-73.2,-73.2,1.5,1,7923
53.0898,660,PRBS,-68.1,-68.1,1.5,1,7923
53.1912,660,PRBS,-63.0,-63.0,1.5,1,7923
53.2872,660,PRBS,-57.9,-57.9,1.5,1,7923
53.3736,660,PRBS,-52.8,-52.8,1.5,1,7923
53.488,660,PRBS,-47.8,-47.8,1.5,1,7923
53.5766,-660,PRBS,-42.9,-42.9,1.5,1,7923
53.6881,-660,PRBS,-43.5,-43.5,1.5,1,7923
53.7895,-660,PRBS,-48.6,-48.6,1.5,1,7923
53.982,-660,PRBS,-59.3,-59.3,1.5,1,7911
54.0878,-660,PRBS,-64.4,-64.4,1.5,1,7911
54.1873,660,PRBS,-69.1,-69.1,1.5,1,7911
54.2761,660,PRBS,-66.7,-66.7,1.5,1,7911
54.3879,660,PRBS,-61.5,-61.5,1.5,1,7911
54.4892,-660,PRBS,-56.0,-56.0,1.5,1,7911
54.5934,-660,PRBS,-54.5,-54.5,1.5,1,7911
54.6822,-660,PRBS,-59.0,-59.0,1.5,1,7911
54.7838,-660,PRBS,-64.1,-64.1,1.5,1,7911
54.8887,-660,PRBS,-69.3,-69.3,1.5,1,7914
54.988,-660,PRBS,-74.5,-74.5,1.5,1,7914
55.0889,-660,PRBS,-79.6,-79.6,1.5,1,7914
55.1894,-660,PRBS,-84.6,-84.6,1.5,1,7914
55.2907,-660,PRBS,-89.7,-89.7,1.5,1,7914
55.3821,660,PRBS,-94.7,-94.7,1.5,1,7914
55.4632,660,PRBS,-93.6,-93.6,1.5,1,7914
55.5898,660,PRBS,-88.6,-88.6,1.5,1,7914
55.6897,-660,PRBS,-83.3,-83.3,1.5,1,7914
55.7908,-660,PRBS,-85.3,-85.3,1.5,1,7914
55.8898,-660,PRBS,-90.3,-90.3,1.5,1,7914
55.9807,660,PRBS,-95.7,-95.7,1.5,1,7914
56.082,660,PRBS,-94.8,-94.8,1.5,1,7914
56.2899,660,PRBS,-84.8,-84.8,1.5,1,7914
56.3934,660,PRBS,-79.6,-79.6,1.5,1,7914
56.4902,660,PRBS,-74.5,-74.5,1.5,1,7914
56.5901,-660,PRBS,-69.6,-69.6,1.5,1,7914
56.6911,-660,PRBS,-70.7,-70.7,1.5,1,7914
56.7822,-660,PRBS,-75.8,-75.8,1.5,1,7914
56.8839,-660,PRBS,-81.2,-81.2,1.5,1,7907
56.9852,-660,PRBS,-86.4,-86.4,1.5,1,7907
57.1911,660,PRBS,-96.3,-96.3,1.5,1,7907
57.2913,660,PRBS,-94.7,-94.7,1.5,1,7907
57.3916,660,PRBS,-89.7,-89.7,1.5,1,7907
57.4922,660,PRBS,-84.4,-84.4,1.5,1,7907
57.5835,660,PRBS,-79.1,-79.1,1.5,1,7907
57.6858,660,PRBS,-74.0,-74.0,1.5,1,7907
57.7917,660,PRBS,-68.9,-68.9,1.5,1,7907
57.8917,660,PRBS,-64.0,-64.0,1.5,1,7914
57.9915,660,PRBS,-59.0,-59.0,1.5,1,7914
58.0922,-660,PRBS,-54.5,-54.5,1.5,1,7914
58.183,-660,PRBS,-57.5,-57.5,1.5,1,7914
58.286,-660,PRBS,-62.7,-62.7,1.5,1,7914
58.3874,660,PRBS,-68.1,-68.1,1.5,1,7914
58.4928,660,PRBS,-68.6,-68.6,1.5,1,7914
58.5929,660,PRBS,-63.9,-63.9,1.5,1,7914
58.6925,-660,PRBS,-59.1,-59.1,1.5,1,7914
58.7933,-660,PRBS,-62.2,-62.2,1.5,1,7914
58.8839,-660,PRBS,-67.1,-67.1,1.5,1,7911
58.9761,660,PRBS,-71.8,-71.8,1.5,1,7911
59.0876,660,PRBS,-68.6,-68.6,1.5,1,7911
59.1942,660,PRBS,-63.6,-63.6,1.5,1,7911
59.2931,-660,PRBS,-58.4,-58.4,1.5,1,7911
59.3955,-660,PRBS,-59.5,-59.5,1.5,1,7911
59.595,-660,PRBS,-69.5,-69.5,1.5,1,7911
59.6861,-660,PRBS,-74.8,-74.8,1.5,1,7911
59.7875,-660,PRBS,-80.0,-80.0,1.5,1,7911
59.894,660,PRBS,-85.0,-85.0,1.5,1,7911
59.993,660,PRBS,-88.9,-88.9,1.5,1,7911
60.0949,660,PRBS,-84.8,-84.8,1.5,1,7911
60.195,660,PRBS,-79.7,-79.7,1.5,1,7911
60.2948,660,PRBS,-74.4,-74.4,1.5,1,7911
60.4869,660,PRBS,-64.1,-64.1,1.5,1,7911
60.5886,660,PRBS,-59.1,-59.1,1.5,1,7911
60.7959,660,PRBS,-49.1,-49.1,1.5,1,7911
60.9952,660,PRBS,-39.0,-39.0,1.5,1,7911
61.0858,660,PRBS,-33.9,-33.9,1.5,1,7911
61.1869,660,PRBS,-28.8,-28.8,1.5,1,7911
61.3898,-660,PRBS,-18.9,-18.9,1.5,1,7911
61.496,-660,PRBS,-20.4,-20.4,1.5,1,7911
61.5851,-660,PRBS,-25.4,-25.4,1.5,1,7911
61.684,660,PRBS,-30.8,-30.8,1.5,1,7911
61.887,660,PRBS,-26.0,-26.0,1.5,1,7912
61.9886,-660,PRBS,-20.9,-20.9,1.5,1,7912
62.0978,-660,PRBS,-19.7,-19.7,1.5,1,7912
62.1822,-660,PRBS,-24.5,-24.5,1.5,1,7912
62.2828,-660,PRBS,-29.7,-29.7,1.5,1,7912
62.3859,-660,PRBS,-35.0,-35.0,1.5,1,7912
62.4871,-660,PRBS,-40.1,-40.1,1.5,1,7912
62.5888,-660,PRBS,-45.2,-45.2,1.5,1,7912
62.6904,-660,PRBS,-50.3,-50.3,1.5,1,7912
62.7817,-660,PRBS,-55.3,-55.3,1.5,1,7912
62.883,-660,PRBS,-60.4,-60.4,1.5,1,7910
63.0867,-660,PRBS,-70.3,-70.3,1.5,1,7910
63.1876,660,PRBS,-75.2,-75.2,1.5,1,7910
63.2896,660,PRBS,-75.5,-75.5,1.5,1,7910
63.3807,660,PRBS,-70.6,-70.6,1.5,1,7910
63.482,660,PRBS,-65.2,-65.2,1.5,1,7910
63.5834,660,PRBS,-59.9,-59.9,1.5,1,7910
63.6756,660,PRBS,-54.8,-54.8,1.5,1,7910
63.7867,660,PRBS,-49.8,-49.8,1.5,1,7910
63.888,660,PRBS,-44.8,-44.8,1.5,1,7910
63.9893,660,PRBS,-39.8,-39.8,1.5,1,7909
64.0835,-660,PRBS,-34.8,-34.8,1.5,1,7909
64.1823,-660,PRBS,-35.4,-35.4,1.5,1,7909
64.2838,-660,PRBS,-40.3,-40.3,1.5,1,7909
64.4867,-660,PRBS,-50.7,-50.7,1.5,1,7909
64.5887,-660,PRBS,-55.8,-55.8,1.5,1,7909
64.69,-660,PRBS,-61.0,-61.0,1.5,1,7909
64.7815,-660,PRBS,-66.1,-66.1,1.5,1,7909
64.8827,-660,PRBS,-71.2,-71.2,1.5,1,7909
64.984,660,PRBS,-75.5,-75.5,1.5,1,7907
65.0856,660,PRBS,-71.9,-71.9,1.5,1,7907
65.187,660,PRBS,-66.8,-66.8,1.5,1,7907
65.2888,-660,PRBS,-61.8,-61.8,1.5,1,7907
65.3901,-660,PRBS,-64.4,-64.4,1.5,1,7907
65.4818,-660,PRBS,-69.4,-69.4,1.5,1,7907
65.5834,-660,PRBS,-74.8,-74.8,1.5,1,7907
65.6873,-660,PRBS,-80.1,-80.1,1.5,1,7907
65.787,-660,PRBS,-85.4,-85.4,1.5,1,7907
65.8883,660,PRBS,-90.0,-90.0,1.5,1,7907
65.9896,660,PRBS,-86.8,-86.8,1.5,1,7906
66.0811,660,PRBS,-81.6,-81.6,1.5,1,7906
66.1825,-660,PRBS,-76.3,-76.3,1.5,1,7906
66.2841,-660,PRBS,-75.4,-75.4,1.5,1,7906
66.3856,-660,PRBS,-80.1,-80.1,1.5,1,7906
66.5882,-660,PRBS,-90.5,-90.5,1.5,1,7906
66.6896,-660,PRBS,-95.8,-95.8,1.5,1,7906
66.7809,660,PRBS,-100.9,-100.9,1.5,1,7906
66.8824,660,PRBS,-100.5,-100.5,1.5,1,7906
66.984,660,PRBS,-95.6,-95.6,1.5,1,7905
67.0851,660,PRBS,-90.3,-90.3,1.5,1,7905
67.2878,660,PRBS,-79.9,-79.9,1.5,1,7905
67.3891,-660,PRBS,-75.2,-75.2,1.5,1,7905
67.5819,-660,PRBS,-83.3,-83.3,1.5,1,7905
67.6864,660,PRBS,-88.5,-88.5,1.5,1,7905
67.7852,660,PRBS,-88.6,-88.6,1.5,1,7905
67.8865,660,PRBS,-83.7,-83.7,1.5,1,7905
67.9878,660,PRBS,-78.4,-78.4,1.5,1,7906
68.0893,660,PRBS,-73.1,-73.1,1.5,1,7906
68.1934,660,PRBS,-67.9,-67.9,1.5,1,7906
68.2821,-660,PRBS,-62.8,-62.8,1.5,1,7906
68.3833,-660,PRBS,-59.9,-59.9,1.5,1,7906
68.4851,-660,PRBS,-64.3,-64.3,1.5,1,7906
68.5866,660,PRBS,-69.5,-69.5,1.5,1,7906
68.688,660,PRBS,-72.3,-72.3,1.5,1,7906
68.7893,660,PRBS,-67.9,-67.9,1.5,1,7906
68.8805,-660,PRBS,-62.8,-62.8,1.5,1,7906
68.9822,-660,PRBS,-61.7,-61.7,1.5,1,7906
69.0835,-660,PRBS,-66.5,-66.5,1.5,1,7906
69.1858,660,PRBS,-71.8,-71.8,1.5,1,7906
69.2883,660,PRBS,-71.8,-71.8,1.5,1,7906
69.3902,660,PRBS,-67.1,-67.1,1.5,1,7906
69.4899,660,PRBS,-61.9,-61.9,1.5,1,7906
69.5813,660,PRBS,-56.8,-56.8,1.5,1,7906
69.6832,660,PRBS,-51.6,-51.6,1.5,1,7906
69.7861,-660,PRBS,-46.8,-46.8,1.5,1,7906
69.8861,-660,PRBS,-49.6,-49.6,1.5,1,7906
70.0889,660,PRBS,-60.1,-60.1,1.5,1,7900
70.1904,660,PRBS,-58.9,-58.9,1.5,1,7900
70.2816,660,PRBS,-54.1,-54.1,1.5,1,7900
70.383,660,PRBS,-49.0,-49.0,1.5,1,7900
70.4858,660,PRBS,-43.8,-43.8,1.5,1,7900
70.5865,660,PRBS,-38.6,-38.6,1.5,1,7900
70.6871,660,PRBS,-33.5,-33.5,1.5,1,7900
70.789,660,PRBS,-28.5,-28.5,1.5,1,7900
70.8899,660,PRBS,-23.5,-23.5,1.5,1,7900
70.9814,660,PRBS,-18.5,-18.5,1.5,1,7900
71.0865,660,PRBS,-13.5,-13.5,1.5,1,7900
71.1862,660,PRBS,-8.6,-8.6,1.5,1,7900
71.2875,-660,PRBS,-3.7,-3.7,1.5,1,7900
71.4903,-660,PRBS,-7.7,-7.7,1.5,1,7900
71.5814,660,PRBS,-13.1,-13.1,1.5,1,7900
71.6854,660,PRBS,-12.7,-12.7,1.5,1,7900
71.7871,660,PRBS,-8.1,-8.1,1.5,1,7900
71.8867,660,PRBS,-3.0,-3.0,1.5,1,7901
71.9883,660,PRBS,2.1,2.1,1.5,1,7901
72.0898,660,PRBS,7.2,7.2,1.5,1,7901
72.1813,-660,PRBS,12.2,12.2,1.5,1,7901
72.3845,-660,PRBS,7.4,7.4,1.5,1,7901
72.4863,-660,PRBS,2.1,2.1,1.5,1,7901
72.5875,-660,PRBS,-3.1,-3.1,1.5,1,7901
72.689,-660,PRBS,-8.2,-8.2,1.5,1,7901
72.7816,-660,PRBS,-13.3,-13.3,1.5,1,7901
72.8854,-660,PRBS,-18.3,-18.3,1.5,1,7899
72.9647,-660,PRBS,-23.3,-23.3,1.5,1,7899
73.0865,660,PRBS,-27.8,-27.8,1.5,1,7899
73.1878,660,PRBS,-24.7,-24.7,1.5,1,7899
73.2895,660,PRBS,-19.6,-19.6,1.5,1,7899
73.3909,660,PRBS,-14.2,-14.2,1.5,1,7899
73.5839,660,PRBS,-3.8,-3.8,1.5,1,7899
73.6856,-660,PRBS,0.7,0.7,1.5,1,7899
73.7878,-660,PRBS,-2.3,-2.3,1.5,1,7899
73.889,-660,PRBS,-7.4,-7.4,1.5,1,7899
73.9935,660,PRBS,-12.7,-12.7,1.5,1,7899
74.0815,660,PRBS,-12.6,-12.6,1.5,1,7899
74.1831,660,PRBS,-7.7,-7.7,1.5,1,7899
74.2845,-660,PRBS,-2.7,-2.7,1.5,1,7899
74.4872,-660,PRBS,-10.2,-10.2,1.5,1,7899
74.5884,-660,PRBS,-15.4,-15.4,1.5,1,7899
74.7811,-660,PRBS,-25.6,-25.6,1.5,1,7899
74.9847,660,PRBS,-26.7,-26.7,1.5,1,7896
75.0652,660,PRBS,-21.7,-21.7,1.5,1,7896
75.1869,-660,PRBS,-16.8,-16.8,1.5,1,7896
75.288,-660,PRBS,-19.5,-19.5,1.5,1,7896
75.3895,-660,PRBS,-24.8,-24.8,1.5,1,7896
75.4908,660,PRBS,-30.1,-30.1,1.5,1,7896
75.5819,660,PRBS,-29.8,-29.8,1.5,1,7896
75.6835,660,PRBS,-25.2,-25.2,1.5,1,7896
75.7646,660,PRBS,-20.1,-20.1,1.5,1,7896
75.8865,660,PRBS,-15.0,-15.0,1.5,1,7897
75.988,660,PRBS,-9.9,-9.9,1.5,1,7897
76.0901,660,PRBS,-4.9,-4.9,1.5,1,7897
76.1811,660,PRBS,0.1,0.1,1.5,1,7897
76.3839,-660,PRBS,10.1,10.1,1.5,1,7897
76.4854,-660,PRBS,10.2,10.2,1.5,1,7897
76.5903,-660,PRBS,5.3,5.3,1.5,1,7897
76.6884,660,PRBS,0.0,0.0,1.5,1,7897
76.7897,660,PRBS,-3.1,-3.1,1.5,1,7897
76.8812,660,PRBS,1.0,1.0,1.5,1,7886
77.084,660,PRBS,11.4,11.4,1.5,1,7886
77.1859,660,PRBS,16.7,16.7,1.5,1,7886
77.2874,660,PRBS,21.8,21.8,1.5,1,7886
77.389,660,PRBS,26.9,26.9,1.5,1,7886
77.4903,660,PRBS,32.0,32.0,1.5,1,7886
77.5826,-660,PRBS,37.0,37.0,1.5,1,7886
77.6832,-660,PRBS,35.6,35.6,1.5,1,7886
77.7856,-660,PRBS,30.6,30.6,1.5,1,7886
77.8667,-660,PRBS,25.4,25.4,1.5,1,7886
77.9885,-660,PRBS,20.2,20.2,1.5,1,7894
78.0901,-660,PRBS,15.0,15.0,1.5,1,7894
78.1815,660,PRBS,9.9,9.9,1.5,1,7894
78.2833,660,PRBS,10.4,10.4,1.5,1,7894
78.3865,660,PRBS,15.3,15.3,1.5,1,7894
78.4877,660,PRBS,20.6,20.6,1.5,1,7894
78.5894,660,PRBS,25.9,25.9,1.5,1,7894
78.681,660,PRBS,31.2,31.2,1.5,1,7894
78.7822,-660,PRBS,36.2,36.2,1.5,1,7894
78.8866,-660,PRBS,38.3,38.3,1.5,1,7894
78.9862,-660,PRBS,33.7,33.7,1.5,1,7892
79.0869,-660,PRBS,28.6,28.6,1.5,1,7892
79.1882,-660,PRBS,23.3,23.3,1.5,1,7892
79.28,-660,PRBS,18.1,18.1,1.5,1,7892
79.3811,660,PRBS,13.0,13.0,1.5,1,7892
79.4722,660,PRBS,14.3,14.3,1.5,1,7892
79.5841,660,PRBS,19.2,19.2,1.5,1,7892
79.6853,-660,PRBS,24.4,24.4,1.5,1,7892
79.7805,-660,PRBS,23.5,23.5,1.5,1,7892
79.8882,-660,PRBS,18.7,18.7,1.5,1,7892
79.9895,660,PRBS,13.5,13.5,1.5,1,7888
80.0807,660,PRBS,9.9,9.9,1.5,1,7888
80.1821,660,PRBS,14.2,14.2,1.5,1,7888
80.2844,-660,PRBS,19.3,19.3,1.5,1,7888
80.3859,-660,PRBS,18.5,18.5,1.5,1,7888
80.4874,-660,PRBS,13.7,13.7,1.5,1,7888
80.5887,660,PRBS,8.6,8.6,1.5,1,7888
80.6902,660,PRBS,9.4,9.4,1.5,1,7888
80.7816,660,PRBS,14.3,14.3,1.5,1,7888
80.8832,-660,PRBS,19.6,19.6,1.5,1,7888
80.9849,-660,PRBS,22.1,22.1,1.5,1,7887
81.086,-660,PRBS,17.6,17.6,1.5,1,7887
81.1874,0,ZERO,12.6,12.6,1.5,1,7887
81.2895,0,ZERO,12.2,12.2,1.5,1,7887
81.3904,0,ZERO,12.4,12.4,1.5,1,7887
81.4855,0,ZERO,12.4,12.4,1.5,1,7887
81.5868,0,ZERO,12.4,12.4,1.5,1,7887
81.6817,0,ZERO,12.4,12.4,1.5,1,7887
81.7897,0,ZERO,12.4,12.4,1.5,1,7887
81.9846,0,ZERO,12.5,12.5,1.5,1,7889
82.1855,0,ZERO,12.4,12.4,1.5,1,7889
82.2867,0,ZERO,12.4,12.4,1.5,1,7889
82.3881,0,ZERO,12.4,12.4,1.5,1,7889
82.4895,0,ZERO,12.4,12.4,1.5,1,7889
82.6833,0,ZERO,12.4,12.4,1.5,1,7889
82.8859,0,ZERO,12.4,12.4,1.5,1,7889
82.9875,0,ZERO,12.4,12.4,1.5,1,7889
83.0887,0,ZERO,12.4,12.4,1.5,1,7889
